username,userid,profile_location,created_at,text,retweet_count,source,coordinates
Ten thousand times the bitterness,1248823682123722754,home ,2023-01-22 00:54:34,Happy Chinese New Year,0,Twitter for Android,
Amaranth 💛,1432404618,home,2023-01-22 00:11:34,"@layzhang Happy Chinese New Year, 哥哥！ https://t.co/4yoRWfc1Lw",0,Twitter for Android,
~ miss_shue ~,864465535,bora bora island,2023-01-22 00:07:46,Happy Chinese new year.. let's kirija 🙄,0,Twitter for Android,
Tekoa and Angel Port 🐾🐞🌈,3324555164,"Port Townsend, WA",2023-01-21 23:58:41,"@CurfewBeagle Happy Chinese New Year, Curfew! 🎉🥳",0,Twitter for iPhone,
DeemedAWorthyCookie,953814110,Under the sea,2023-01-21 23:01:03,Why was I never making Strawberry/mango sago before? So quick. Ugh- anyways happy Chinese new year 🐇🐇🐇✨,0,Twitter for iPhone,
Michelle Dutch,56886141,Everett WA,2023-01-21 22:49:43,Happy Chinese New Year! https://t.co/R73HHVAZ54,0,Twitter for iPhone,
OrientExpress,1259488058124177408,London and Kent ,2023-01-21 21:34:54,"Chinese New Year lunch today. At 4pm GMT, we raised another glass to the New Year.
Lunch again tomorrow...hic",0,Twitter for Android,
Gene Is Grateful 🇨🇦 ❤,18534859,"Victoria, BC Canada",2023-01-21 21:01:31,Happy Chinese And Lunar New Year! https://t.co/9OHjLFgS6n,4,Twitter Web App,
Chet Faliszek,982040378,Seattle,2023-01-21 20:35:54,"With our recent influx of Chinese players, here is a small item to celebrate Chinese New Year - A glowing Paper Lan… https://t.co/pR6LvTgGqp",1,Twitter Web App,
Jeyrubunny 🐇,2162702006,unicorn island,2023-01-21 20:29:42,Happy Chinese New Year guys ❤️,0,Twitter for iPhone,
fan.,890428970117746689,Home,2023-01-21 20:28:28,"Happy chinese  new year, yangggg https://t.co/EBn3kncy17",0,Twitter for Android,
Ifeoluwa Agboola,1215325453554200577,Home,2023-01-21 20:05:37,"I've applied for BunnyList to join in the celebration of the Chinese New Year Festival. 

Join me in celebrating wi… https://t.co/dttgMbfH2i",0,Twitter for Android,
Al Fowler,73500179,"Victoria, BC",2023-01-21 19:46:51,11 Fascinating Facts About Chinese New Year https://t.co/YGfsyyZ4pO,0,Paper.li,
Tom Anymouse,1549130256891711488,Kent,2023-01-21 19:32:24,"A Happy Chinese New Year to us all. Let's all move forward together as one.
Past is past. New beginnings. 
United w… https://t.co/l27xNCjsaD",0,Twitter for Android,
buuzen aka Mrs. Pyramid Head,36848379,Under The Sea,2023-01-21 19:27:25,"Happy Chinese New Year! 🐰

Better late than never, finally LIVE:

https://t.co/yxutJWIlli",1,Twitter Web App,
Ritiriwaz,788805916208406528,"Bothell, WA",2023-01-21 19:26:19,"In 2023 the first day of Chinese New Year is on 22nd January.
https://t.co/iu7XM69x9V
#Chinesenewyear… https://t.co/oxTsbq3VOT",0,Twitter Web App,
aira | ahrsm🐳✨,382558939,SEA,2023-01-21 19:22:56,@ee2o74ss Yes!! The cn hoyofair for Chinese new year! Someone just uploaded the entire stream on youtube so you can find it there!,0,Twitter for Android,
JASONhuang,1301619637231128576,"Seattle, WA",2023-01-21 19:16:55,@elonmusk Happy Chinese New Year,0,Twitter for iPhone,
Jason Lowe,1433557918171893762,"Victoria, British Columbia",2023-01-21 18:57:53,Happy Chinese New Year!! 😆 https://t.co/3cmWjwgY9R,0,Twitter for Android,
soy boy,1228141770673774597,Burger King,2023-01-21 18:43:46,Happy Chinese New Year https://t.co/WAvydgmtAd,0,Twitter for iPhone,
🌈Zhang Zhehan Life Fan🌈,1366026009758240769,Deep Sea,2023-01-21 18:23:56,"Happy Chinese New Year 2023
Happy TWO MILLION streams Melancholy Sunshine 

#ZhangZhehan changed his spotify page p… https://t.co/A8fFVKvrSY",17,Twitter for iPad,
Echo Pang,756663035742130177,"Seattle, WA",2023-01-21 18:12:47,@Cecilia16673235 @NewJeans_ADOR I know. I said that just because I feel ridiculous about they asking Danielle to ap… https://t.co/n2enVZAEQy,0,Twitter for iPhone,
City of Everett,56768491,"Everett, WA",2023-01-21 18:07:06,"Tomorrow marks the beginning of the Lunar New Year, a 15-day celebration also known as the Spring Festival or Chine… https://t.co/bbHmkZuX07",0,Sprout Social,
"Steffani Cameron, Deep State Operative",14523404,"Victoria, British Columbia",2023-01-21 18:06:14,Happy Chinese New Year. I am an ox. It is the year of the Water Rabbit. It’s supposed to be a lucky year for us oxe… https://t.co/3XHhw0Xbwp,0,Twitter for iPhone,
Kazu (have met win !!!),1545816659944161280,bws,2023-01-21 18:02:04,HAPPY CHINESE NEW YEAR GUYSS,0,Twitter for iPhone,
Martin,884868452812455936,Home,2023-01-21 17:54:33,"I've applied for BunnyList to join in the celebration of the Chinese New Year Festival. 

Join me in celebrating wi… https://t.co/WStP4esTCJ",0,Twitter for iPhone,
Umi Squid Mommy VTuber,782324366973345792,Under the Sea,2023-01-21 17:51:10,A friendly reminder as tomorrow approaches: “Lunar New Year” is more inclusive than “CNY” or “Chinese New Year” as… https://t.co/ZdiJdxaRyp,0,Twitter for iPhone,
Degen_,1556569034040250369,The Depths Of the Sea,2023-01-21 17:42:40,"I've applied for BunnyList to join in the celebration of the Chinese New Year Festival. 

Join me in celebrating wi… https://t.co/EZr1NsQvaD",0,Twitter for iPhone,
Larry Winston,35255990,Seattle,2023-01-21 17:39:54,"=Aydrian😙, check out this vid about The Lunar New Year🌙 I was extremely fortunate to grow up in a neighbourhood and… https://t.co/T47xHpaXPA",0,Twitter for Android,
"Zhi Yang, PhD",345609141,"Seattle, WA",2023-01-21 17:38:46,Happy Chinese New Year! Fluffy and Penelope wish everyone a happy Year of the Rabbit. 新春快乐！ https://t.co/TxEDr9Vtex,0,Twitter Web App,
Larry Winston,35255990,Seattle,2023-01-21 17:36:46,"=Can see the Cream &amp; Sugar in there Aydrian😙? Well I mean I know you can't see the Sugar, haha!, I use Brown Sugar-… https://t.co/uHAXQud8VT",0,Twitter for Android,
Larry Winston,35255990,Seattle,2023-01-21 17:22:50,"=So what-you up to this weekend Aydrian😙? Do you have a lot of homework to do? What about, what about a new Musical… https://t.co/i96KX3S99c",0,Twitter for Android,
Frye Kaijou🍟海上フライ,1504867442191106051,By the sea🌊,2023-01-21 17:08:29,🐰🐰🐰Happy Chinese New Year🐰🐰🐰,0,Twitter for Android,
Keenan Knight 🦊🦄,486965179,"Shelton, WA",2023-01-21 16:56:19,"Happy Chinese New Year everyone, meet Sakura, a Divine Animal and the lord of Spring. Summoned by a summoner, he's… https://t.co/4rLS3jLsbf",0,Twitter for Android,
Geek Avenger 🇺🇸🎮🏋️‍♂️🥃🐸✝️,1443717943590731781,"Seattle, WA",2023-01-21 16:54:46,"I need to fix my sword.   The pommel is loose.
...and while I am reminded:
Gong hei fat choy! (a day early)
Tomorro… https://t.co/kmoNT1osHH",1,Twitter Web App,
Timothy 🇬🇧🇪🇺🏳️‍🌈,820734261040922625,London & Kent,2023-01-21 16:52:55,Happy Chinese New Year! #LunarNewYear2023 https://t.co/wF4coc7q8g,0,Twitter Web App,
LimCo,3221281699,home,2023-01-21 16:30:10,happy chinese new year my co-chinese people,1,Twitter for iPad,
zel 🍂,1382682344226656256,N-City,2023-01-21 16:24:10,happy chinese new year! 🎊📨,0,Twitter for iPhone,
ًًً,288137098,"Seattle, WA",2023-01-21 16:15:24,"Happy Chinese New Year! 🎆🧧
GONG XI FA CAI!! 🎊🎊

Wishing you peace, happiness and best luck this new year of the rabbit! 🐇",0,Twitter for iPhone,
J3FF,1407535338,Home,2023-01-21 16:13:46,Happy Chinese New Year !!!,0,Twitter for iPhone,
matt🍙,892877627978989568,home,2023-01-21 16:11:07,happy ang chinese new year ko,0,Twitter Web App,
한 ᓀ‸ᓂ,1372226540,n-city ,2023-01-21 16:05:47,happy lunar/chinese new year to tlist celebrating!! 🧧,0,Twitter for iPhone,
Gypsy_♡_FCB,113736022,Home,2023-01-21 16:05:16,"Happy Chinese New Year! #YearOfTheRabbit 
Manifest. 🙏
#TheUniverseisonmyside
#TheStarsareAligned",0,Twitter for Android,
renami 🌊☀️ @ let's fck 'em up,437573990,Sea,2023-01-21 16:04:36,happy chinese new year! 🐰,0,Twitter Web App,
Polar🐟,1518963317905129472,𝖚𝖓𝖉𝖊𝖗 𝖙𝖍𝖊 𝖘𝖊𝖆🌊,2023-01-21 15:29:07,@jellie_isha Happy chinese new year jellie!!!,0,Twitter for Android,
Kate,1352332688,"Seattle, WA",2023-01-21 15:23:45,@nn190x @pannchoa Then you can skip it and celebrate the New Year on Jan. 1st. Why do you guys imitate the celebrat… https://t.co/rXH9gI68C4,0,Twitter for iPhone,
Kate,1352332688,"Seattle, WA",2023-01-21 15:18:55,"@lilyisleeping @lapushluka @clairebts07 @pannchoa Let me tell you, Vietnam originated from ancient China, so it was… https://t.co/XseiTlS9Cp",0,Twitter for iPhone,
doaa is waiting for sanremo🫐 scars,917370463,under the sea,2023-01-21 14:29:28,@_DPRKAI we call it chinese new year too i’m confused 💀,0,Twitter for iPhone,
亲爆狸花猫,1294269683546365952,"Renton, WA",2023-01-21 14:10:04,"Happy Chinese New Year !
#HappyChineseNewYear2023
#HappyChineseNewYear 
#ChineseNewYear2023
#ChineseNewYear… https://t.co/LWq4bWzv4p",0,Twitter for iPhone,
fishy 🐠,1497393918891405314,somewhere in SEA,2023-01-21 13:50:35,"Happy Chinese New Year to everyone celebrating! 🐰

the fireworks were literally outside my window and I've never se… https://t.co/5NsehhhiDd",4,Twitter Web App,
亲爆狸花猫,1294269683546365952,"Renton, WA",2023-01-21 13:45:28,"Happy Chinese New Year !
#HappyChineseNewYear2023
#HappyChineseNewYear 
#ChineseNewYear2023
#ChineseNewYear… https://t.co/6KxRjGRciv",0,Twitter for iPhone,
Ten thousand times the bitterness,1248823682123722754,home ,2023-01-21 13:40:10,Happy Chinese New Year's Eve,0,Twitter for Android,
Ten thousand times the bitterness,1248823682123722754,home ,2023-01-21 13:38:13,@rrrroch1 Happy Chinese New Year!,0,Twitter for Android,
Ten thousand times the bitterness,1248823682123722754,home ,2023-01-21 13:36:16,@Redmaiden01 Happy Chinese New Year!,0,Twitter for Android,
Ten thousand times the bitterness,1248823682123722754,home ,2023-01-21 13:35:58,@KiMouji45 Happy Chinese New Year!,0,Twitter for Android,
@boofla@mast.hpc.social,24346632,London & Seattle,2023-01-21 13:02:51,Happy Chinese New Year to all my Chinese friends and family (❤️) all over the world. May the year of the rabbit bri… https://t.co/pq3TztJFGI,0,Moa Bridge,
M ♡ W,4555109893,Home,2023-01-21 12:59:25,HAPPY CHINESE NEW YEAR TO XU FAMILY AND JUN 🎊🎇 https://t.co/B9c4gwvI3Y,0,Twitter for iPhone,
Kate,1352332688,"Seattle, WA",2023-01-21 12:28:18,"#ChineseNewYear Maybe South Koreans(南朝鲜人 in Chinese) wanna their tiny territory to be part of China? If not, why yo… https://t.co/BfgVWUAhn0",0,Twitter for iPhone,
Kate,1352332688,"Seattle, WA",2023-01-21 12:23:26,"#ChineseNewYear Why don’t you South Korean thieves celebrate the Jan. 1st as your New Year? If so, no one will blam… https://t.co/3TnDbLm3QE",0,Twitter for iPhone,
Brrrrrrrrrr || Sinnedoc,1350799861914820609,The Open Seas,2023-01-21 12:14:04,@web3_KK GM. Fitting colors for chinese new year eh,0,Twitter Web App,
OrientExpress,1259488058124177408,London and Kent ,2023-01-21 12:09:13,@Ronniemarkets @RoyalChinaDel Happy Chinese New year.,0,Twitter for Android,
Like Rst ✊☠,1083093290461945861,Somewhere beyond the sea,2023-01-21 11:51:40,"@luckbeide001 You are amazing people Lei, you know how much I admire your fellow Chinese, the country, the culture,… https://t.co/CKWHxC9gAh",0,Twitter for Android,
seven,1530838119305601024,Pineapple under the sea,2023-01-21 11:35:04,"HAPPY CHUXI~
The last day before Chinese New Year~
Hope ever friendly people get your dreams come true~(EXCEPT SOME… https://t.co/kPmGGbQANb",0,Twitter for Android,
Echo Pang,756663035742130177,"Seattle, WA",2023-01-21 10:11:34,@NewJeans_ADOR Happy Chinese New Year! Happy Lunar New Year! Luv u girls🥰🥰🥰,0,Twitter for iPhone,
maestro wenarto,26638800,"Seattle, WA, USA",2023-01-21 08:16:11,HAPPY CHINESE NEW YEAR - the year of the Rabbit! https://t.co/2I3YzgX4A5,0,Twitter Web App,
💜Phoenix💜⁷,961235552,"Seattle, WA",2023-01-21 07:22:38,Not what I expected to see in Hong Kong for Chinese new year tbh lmfaoooo https://t.co/efBk2n5szA,215,Twitter for iPhone,
Like Rst ✊☠,1083093290461945861,Somewhere beyond the sea,2023-01-21 07:14:00,Happy new year to all the #Chinese population. You are an amazing country with amazing people with more than 3.000… https://t.co/0RXN991Ym4,1,Twitter for Android,
隔壁老王,391919022,"Bellevue, WA",2023-01-21 06:01:51,Happy Chinese New Year 🎊,0,Twitter for Android,
M ♡ W,4555109893,Home,2023-01-21 05:12:22,happy chinese new year bb jun 🫶 https://t.co/AqABnD7IHZ,0,Twitter for iPhone,
Kukki44 ( ‎انجنا ملھوترا ),16804541,Hong Kong,2023-01-21 03:08:02,"‘Kung Hei Fat Choi’
Happy Chinese New Year of Rabbit 2023🐇 https://t.co/LTHWx2mSMj",2,Twitter for iPhone,
Alysha Perisho,351037137,"Seattle, WA",2023-01-21 02:50:53,Happy Chinese New Year (from Jade the Pug ❤️🐶) https://t.co/hZB6uvc4Mt,0,Twitter for iPhone,
Seattle Met,28426328,"Seattle, WA",2023-01-21 02:06:00,"Usher in the Year of the Rabbit (or Cat) with good eats and festivities.
https://t.co/JjmkDHXIRv",0,HubSpot,
Bthbestsellers,1534008792018366465,"Seattle, WA",2023-01-21 01:26:20,"Edited -The Movie: ‘THE WANDERING EARTH 2.’   
China Film Group Corp.
The first edition of the movie grossed well o… https://t.co/1k9ug5AGgL",0,Twitter Web App,
yosh,743260913440956416,"Somewhere, beyond the sea",2023-01-21 00:58:53,@Golden_Auri13 Happy Chinese New Year🎉,0,Twitter Web App,
✨CanisMajor ✨🔜ANW,2740454661,"Bellingham, WA",2023-01-21 00:28:47,@revelionart I haven't been to Chinese new year family gatherings for almost ten years.... I like red envelope but… https://t.co/6MOGEQ9g9H,0,Twitter for Android,
Bthbestsellers,1534008792018366465,"Seattle, WA",2023-01-21 00:15:26,"Celebrating the Chinese New Year [Year of the Water Rabbit]: 

SUNDAY -January 22, 2023! https://t.co/uzj1fWIyix",0,Twitter Web App,
Maire Masco ☮️ Pro-Woman Pro-Democracy,285217018,"Tacoma, WA",2023-01-20 23:23:59,"@astropriestesss Working up a ritual, and decided to use the Lunar New Year symbols for inspiration. Chinese lanter… https://t.co/0NRs1c5hwM",0,Twitter Web App,
UW Genetic Counseling Graduate Program,1309236841795563520,"Seattle, WA",2023-01-20 22:22:46,Gong Xi Fa Cai! Happy Chinese New Year &amp; Year of the Rabbit! Wishing good health &amp; prosperity to all. 🐇🧧 https://t.co/0oxQqGxxqK,0,Twitter for iPhone,
Leo,28212245,"Seattle, WA",2023-01-20 20:55:30,Friday lunch time ahead of the Chinese new year. There would have been much busier at this time for dining in and p… https://t.co/U4jeYNN7Qa,0,Twitter for Android,
Arbutus Ridge Golf,20859407,"Victoria, BC, Canada",2023-01-20 18:37:40,"The dragons have arrived and the whole crew is looking forward to our Chinese New Year celebrations, this Sunday! 🐉… https://t.co/azMZ2SbTag",0,Instagram,
Thurston County,89831668,"Olympia, WA",2023-01-20 17:16:16,...2023 is the Year of the Rabbit. Join the Olympia Area Chinese Association in their 2023 Spring Festival Gala to… https://t.co/Hb5VF26kOP,0,Twitter Web App,
Shop Geocaching,106194702,"Seattle, WA",2023-01-20 16:39:58,Introducing our 2023 Chinese New Year commemorative #Geocoins. January 22 marks the beginning of 2023's Year of the… https://t.co/99lpDaVWsB,0,Twitter for iPhone,
WSCRC,838865729952763904,"Seattle, WA",2023-01-20 16:34:17,Happy Chinese New Year from the WSCRC - https://t.co/hJHeaDhmpZ https://t.co/B4eAzgkxPV,0,Mailchimp,
Lucimoore,1291047375499177984,"Seattle, WA",2023-01-20 15:43:03,@Golden_Auri13 Happy Chinese New Year🎉,0,Twitter Web App,
乘风,1564839968404815872,At sea,2023-01-20 15:40:44,Happy Chinese New Year!,0,Twitter for iPhone,
Peace✌🏼Monkey,1489738617337516034,"Tacoma, WA",2023-01-20 15:17:38,@cidermama I can confirm this is all correct. Lunar new year is always on a diff date as it’s based on the moon cal… https://t.co/QNErwtzhIp,0,Twitter for iPhone,
Cascadia College,637305892,"Bothell, WA",2023-01-20 14:58:08,"🐇🎊This weekend, many will be celebrating Lunar New Year, also known as Chinese New Year! 2023 is the year of the ra… https://t.co/Wc2vP8mSbO",0,Sendible,
Colleen O'Brien,78509074,Seattle,2023-01-20 13:55:16,"Little touches around Edmonds to celebrate the Chinese New Year. 
January 22nd marks the Year of the Rabbit. https://t.co/POew2G2C9V",1,Twitter Web App,
klare,1576128706212347904,Home,2023-01-20 12:10:59,Chinese new year naman sa Sunday another forda busy ang person tomorrow,0,Twitter for Android,
The Wellness Library,123309717,"Seattle, WA",2023-01-20 07:27:58,"Jan. 22 marks the Lunar New Year, heralding the arrival of the Year of the Rabbit.

Lunar New Year 2023
How to Cele… https://t.co/CQ60pV4XY5",0,Twitter Web App,
OrientExpress,1259488058124177408,London and Kent ,2023-01-20 07:14:17,@benonwine Happy Chinese New year  🧧 🧧,0,Twitter for Android,
Seattle Times Sports,22992724,"Seattle, WA",2023-01-20 05:37:21,"On Saturday, the day before the Chinese New Year starts, the Kraken will wear warmup jerseys with a design to honor… https://t.co/5MhMuuOCzq",2,Echobox,
Susan Zheng,4826858072,"Seattle, WA",2023-01-20 04:37:12,@britishmuseum It’s called Chinese New Year. Not even lunar new year because lunar calendar is different. This cale… https://t.co/ht1XEJqbwv,0,Twitter for iPhone,
The Videogame Addict,150508772,"Bellingham, Wa",2023-01-20 04:31:04,@playrust The Dev's get double the content this year because they can use the same rabbit skins for Chinese New Year AND Easter.,0,Twitter Web App,
Pandaddy,38040335,"Seattle, WA",2023-01-20 04:17:13,Last minute Chinese New Year shopping do be a struggle,0,Twitter for Android,
Ting,784172745101762560,"Seattle, WA",2023-01-20 04:15:33,@britishmuseum Calling the Chinese New Year Korean Lunar New Year shows that you don't understand that the Chinese… https://t.co/Z4RxMfP5V9,0,Twitter Web App,
_GGGGGloria_,793276747,"Seattle, WA",2023-01-20 02:19:23,@britishmuseum It is Chinese New Year! Aka Spring Festival! It using Chinese Lunisolar calendar！Not Lunar Calendar!… https://t.co/WHjgSAT9dA,0,Twitter for iPhone,
Tacoma Urban Gardener,20334316,"Tacoma, WA",2023-01-19 22:38:25,This lucky Jade plant is perfect for Chinese New Year. It’s perfectly potted in terracotta and part of our “Feather… https://t.co/sMhclN6reK,0,Twitter for iPhone,
Risk of Rain,1032236078,Seattle,2023-01-19 21:45:06,"Celebrate the Year of the Rabbit by checking out the Steam Chinese New Year Sale! 🐰

Hop on over to grab Risk of Ra… https://t.co/CNp6h9bQyn",150,Twitter Web App,
"PediaStaff, Inc.",26531928,"National, United States",2023-01-19 21:25:12,"NEW! Issue Number 145: Teaching &amp; Therapy Resources for the Classroom, Clinic and Carryover  -- National Handwritin… https://t.co/KLqun9BAVg",0,Hootsuite Inc.,
OrientExpress,1259488058124177408,London and Kent ,2023-01-19 19:40:26,Decorations going up for Chinese New Year. Year of the rabbit 🐇 😉 https://t.co/ry9VsEEg5q,0,Twitter for Android,
Bellevue Collection,31520814,"Bellevue, WA",2023-01-19 19:00:15,"Last-minute shopping? Discover the perfect Lunar New Year gift with inspiration from the Chinese zodiac, now on the… https://t.co/CN4wMcwKtZ",1,Sprout Social,
Alzheimer's and Dementia Support Services / ADSS,971906827,Kent,2023-01-19 16:00:22,Here are a few of our lovely Beacon attendees making decorations in preparation for the Chinese New Year.… https://t.co/gyyfp9aWMB,0,HeyOrca,
"HsuanHua Chang, MBA",16198072,"Seattle, WA",2023-01-19 11:44:46,"Tomorrow is the last day of the year of Tiger, and we move into a new beginning for the year of Rabit on January 21… https://t.co/YJ6keWGeCC",0,LinkedIn,
Kellendo the Samurai,1399148348578222083,Seattle,2023-01-19 09:02:15,"If the Sounders have a Bruce Lee inspired kit, it would only be right to release it on Chinese New Year, January 22nd.",1,Twitter for Android,
Megan Josol,1491084229416873987,"Victoria, British Columbia",2023-01-19 06:24:46,Pallette &amp; Piece 🥬 I just finished this little oil painting for the lunar new year. I learned recently that in the… https://t.co/eU1gUiiVgk,0,Twitter for Android,
Mark Olwick,44122656,"Seattle, WA USA",2023-01-19 06:18:35,Must be getting close to Chinese New Year when you see the racks of chicken and duck at the entrance of the superma… https://t.co/oXysC9TWhi,0,Twitter for iPad,
100.3 The Q!,41862556,"Victoria, BC, Canada",2023-01-18 23:18:30,"Chinese Lunar New Year starts Sunday. I had my weeks wrong and had dim sum last weekend. Whoops, do-over this weeke… https://t.co/cNR4RfYiID",3,Twitter Web App,
Ryther,304634173,"Seattle, WA",2023-01-18 21:11:13,"Ryther Staff is celebrating the Lunar New Year with traditional Chinese food, customs, and history as a part of our… https://t.co/NatJlk4PQw",1,Hootsuite Inc.,
Western Foods,917828166,"Sooke, British Columbia",2023-01-18 21:09:13,"It’s almost the Year of the Rabbit 🐇!
According to Chinese astrology, the Rabbit represents peaceful &amp; patient ener… https://t.co/mfH96V9Sad",0,Twitter for iPad,
Destination Greater Victoria,20634618,"Victoria, BC, Canada",2023-01-18 16:14:47,"Ring in the Year of the Rabbit in Victoria! 🐇 🧧

Bring on the lantern-making, red envelope gifting, dim sum feastin… https://t.co/JzKlUJe3rg",6,Twitter Web App,
Cindy,429872301,"Seattle, WA",2023-01-18 15:29:40,Here's what you need to know about #ChineseNewYear supply chain disruption and how to reduce the impact on your bus… https://t.co/rPnRX8b8bm,0,Powered by Sprinklr,
Frye Kaijou🍟海上フライ,1504867442191106051,By the sea🌊,2023-01-18 05:26:33,"I'm back home for Chinese New Year..!
If you have the holiday, enjoy it &lt;3 if not, go to nearby Chinatown and have fun!!",0,Twitter Web App,
Maire Masco ☮️ Pro-Woman Pro-Democracy,285217018,"Tacoma, WA",2023-01-18 05:26:04,@austral_taur I've been putting up Lunar New Year decorations all week. Deep house cleaning too. Water/Rabbit year… https://t.co/bl83MY8Z6F,0,Twitter Web App,
The Vivlia,1410806443108827140,"Seattle, WA",2023-01-18 02:09:08,"History of Chinese New Year https://t.co/HD3psc4eyC via @YouTube 

Lunar New Year is a significant holiday celebrat… https://t.co/Hq4lnyXYL1",0,Twitter Web App,
Hezekiah Ho,35269820,Seattle,2023-01-17 23:22:02,I found three or four such leaks on my right rear tire when about to leave for hometown for Chinese New Year. 😱 https://t.co/R41am4ttTR,0,Twitter for iPhone,
Friends of Waterfront Seattle,1414114208,"Seattle, Washington",2023-01-17 21:36:10,.@monyeeart is an award-winning queer Taiwanese/Chinese American artist in #Seattle who will be presenting a specia… https://t.co/AoC6EO78jp,0,Sprout Social,
Bitzawolf & 🅱️aldo,1126841106,"Seattle, WA",2023-01-17 20:04:46,"bunny 🐇

Studying bunnies to make something for the upcoming Chinese New Year https://t.co/zrvz1WdtE3",2,Twitter Web App,
Victoria Royals,286194808,"Victoria, BC",2023-01-17 18:31:14,"Liked our Lunar New Year jerseys? They could be yours!

Our online auction runs until this Saturday! All proceeds g… https://t.co/ocO1baqb5K",2,Twitter Web App,
Fionna 📸,52905539,"Seattle, WA",2023-01-17 17:42:20,Spent the long weekend exploring the wonderful world of ✨@NotionHQ Widgets✨ and refreshed my home page for 2023 Jan… https://t.co/xr4oI6EHaT,1,Twitter Web App,
Lou-ann Neel,1372328877071036416,"Victoria, British Columbia",2023-01-17 16:55:04,"2023 is a year of the Water Rabbit, starting this Sunday, Jan 22nd, 2023. The sign of Rabbit is a symbol of longevi… https://t.co/TkPnp3BHjf",19,Twitter Web App,
King G,1336859072566538241,Village by the sea,2023-01-17 06:21:26,"5 days away from Chinese New Year, I started buying $FIL as I think it outperforms going into the Year of the Rabbi… https://t.co/J9RrDXTeCt",2,Twitter Web App,
"Nebula Vibrations, by Annie Carl, OUT NOW!",103096993,"Seattle, Washington",2023-01-17 02:46:08,"Hey now, random Chinese New Year website… that going in a bit hard https://t.co/INn8mSeb4Q",0,Twitter for iPhone,
