username,userid,profile_location,created_at,text,retweet_count,source,coordinates
School Of Visual Arts,65141161,"New York, NY",2023-01-22 15:00:20,"Happy Chinese New Year! Illustration by Frankie Cihi (@furpuff; BFA 2010 Fine Arts)
""Wishing everyone a truly bliss… https://t.co/OCjcoXpRgX",1,Sprout Social,
The Elite HomeCare,3604542017,"North Brunswick, NJ",2023-01-22 15:00:19,"Chinese New Year – January 22, 2023 

2023 is the year of the Water Rabbit. The sign of the Rabbit is a symbol of l… https://t.co/8TbwieUHSp",0,Zoho Social,
CT Lottery,91368994,"Rocky Hill, CT",2023-01-22 15:00:18,"Wishing you happiness, health, and good luck this Chinese New Year!

#ctlottery #chinesenewyear #yearoftherabbit https://t.co/ZM45YVL4s2",2,Sprout Social,
Exit First Choice,2280955970,"Fresh Meadows, NY",2023-01-22 15:00:16,"Wishing everyone in our community that celebrates Chinese New Year, a prosperous year, May your New Year be as luck… https://t.co/mInctuoE8n",0,Chime Social Studio,
Mark Lu's Home and World,4790057363,"West Islip, NY",2023-01-22 15:00:10,Today is Chinese and Lunar New Year 2023 and this year we’re celebrating the year of Bunny Rabbit! 🐰🐇🇨🇳🧧🐲🐉🏮🎆🎇… https://t.co/Ol1LKEiHqO,4,Twitter for iPad,
Whitney Rehabilitation Care Center,1133063216135909379,"Hamden, CT",2023-01-22 15:00:03,"Today marks the first day of the Year of the Rabbit, according to the Chinese zodiac. This is a time to reflect on… https://t.co/flzetb4Sdl",0,Twitter Web App,
New Jersey Performing Arts Center,15764019,"Newark, NJ",2023-01-22 15:00:02,Happy Chinese New Year! https://t.co/s0O4riRMSh,0,Twitter Web App,
Royal Suites Healthcare & Rehabilitation Center,841514088966545408,"Galloway, NJ",2023-01-22 15:00:02,"Today marks the first day of the Year of the Rabbit, according to the Chinese zodiac. This is a time to reflect on… https://t.co/vNc0hq8OWH",0,Twitter Web App,
Park Crescent Healthcare & Rehabilitation Center,841492105608482817,"East Orange, NJ",2023-01-22 15:00:01,"Today marks the first day of the Year of the Rabbit, according to the Chinese zodiac. This is a time to reflect on… https://t.co/aM7wwO1OnH",0,Twitter Web App,
Nancy Schwartz,1551821450,"Upper Merion, PA",2023-01-22 14:57:09,"Happy Chinese, Korean and Lunar New Year!! Alex made the rabbit at school~ https://t.co/irDoc3IrLB",0,Twitter for iPhone,
UHMBT Undergraduate Team,1140542143246811136,Lancashire,2023-01-22 14:57:06,To everyone celebrating the #YearoftheRabbit we wish you good happiness and health. Happy Chinese New Year🏮🐇 https://t.co/AhvgPRk5FZ,0,Twitter for iPhone,
Love Quotes,57098533,New York City,2023-01-22 14:56:08,"Happy Sunday &amp; Lunar New Year!🤗
Celebrate this Chinese New Year with lots of easy crafts for kids of all ages.
It’s… https://t.co/9lA2Utf4TG",0,Twitter for iPhone,
∆Uπon🧲🏆🎉,1394842065679405057,"Florida, USA",2023-01-22 14:54:27,@seerlabs_crypto @Crypto_Sharon @Crypto_He Happy Chinese New Year in 2023 to you! 🐇🍾🎆 Thanks for this Great Opportu… https://t.co/V24Erbu8Ku,0,Twitter for Android,
Billionaireclubcollc.com,980467278385958912,"New York, USA",2023-01-22 14:53:59,10 killed after Chinese New Year celebration https://t.co/LrWkQjPI3L  $CRM $DXY $NIO $BABA $BTC.X $ETH.X $BLK $COIN… https://t.co/VYv1eJYP7v,0,Twitter Web App,
Michael Henry,1417870154667548674,New York,2023-01-22 14:52:58,"I wish all of my friends in the Chinese and Asian communities a Happy Lunar New Year. 

May this year be one of pro… https://t.co/5H1KJYOmX0",7,Twitter for Android,
Regina,1248773726843305985,New York City,2023-01-22 14:50:24,My dear Tweets happy Chinese new year! https://t.co/aLlMZG6OGF,0,Twitter for Android,
YWCA Hartford Region,209171548,"Hartford, Connecticut",2023-01-22 14:49:06,YWCA Hartford Region wishes all that celebrate a very happy Chinese New Year!  The Chinese New Year on 22 January 2… https://t.co/KmkkmNKW0Z,0,Sprout Social,
Puratos USA,606407689,"Pennsauken, NJ",2023-01-22 14:47:35,"Lunar New Year (often recognized as Chinese New Year) is celebrated with colorful decorations, lively performances,… https://t.co/mm93OGYIs9",0,Twitter Web App,
Adolf Walter Jr.,30839059,NYC,2023-01-22 14:45:23,LA massacre that's killed at least 10 is most deadly since Uvalde https://t.co/3Xi0NMv4fj,0,Twitter for Android,
Julianne McShane,3027712469,"Brooklyn, NY",2023-01-22 14:42:21,"Monterey Park is a majority Asian, immigrant city, data shows. 

Authorities say it's too early to determine whethe… https://t.co/qJcDjRIXm7",2,Twitter Web App,
Assemblywoman Nikki Lucas,523437352,"Brooklyn, NY",2023-01-22 14:42:13,Wishing our Chinese community a Happy Chinese New Year. May this New Year bring you close to your family and fill y… https://t.co/2OmpfoWm6F,0,Instagram,"{'type': 'Point', 'coordinates': [-73.877569, 40.660925]}"
Ashley,1469762131507752968,"New York, NY",2023-01-22 14:41:14,Lunar New Year: What does the Year of the Rabbit signify in Chinese culture? - BBC Bitesize https://t.co/mDIA4Vj5z2,0,Twitter for iPhone,
D8Connect,1249406839701114881,"Bronx, NY",2023-01-22 14:41:10,From our D8 Family to all our D8 families we want to wish you a very Happy Chinese New Year 🧧!! @jen_joynt… https://t.co/CD3CUfUypJ,2,Twitter for iPhone,
Coaster 365🎢,941000651361878016,"Connecticut, USA",2023-01-22 14:41:07,Jan. 22 - the Chinese New Year! 🇨🇳 🐇 So let’s look at maybe China’s most visually stunning coaster - Dueling Dragon… https://t.co/3Otnk3qsAG,8,Twitter for iPhone,
kira,61825757,"Florida, USA",2023-01-22 14:39:34,Wish I had some Chinese friends to wish a happy lunar new year to.,0,Twitter for iPhone,
Dan Wilson,39081178,"Middletown,Connecticut,USA",2023-01-22 14:39:31,@JohnnyLCKai @DLarussoAuto @CarmenDiaz84_ Gung Hay Fat Choy (Happy Chinese New Years) Senseis &amp; Carmen. This year i… https://t.co/2nHmia0xp7,0,Twitter for iPhone,
Kasia Malinowska,791263158,New York,2023-01-22 14:39:03,Happy Chinese New Year Celebrating with Chinese tea and Polish mead 🧧 https://t.co/jkf5hcrL4V,0,Twitter for iPhone,
A Better College Point Civic Association,1377611790058668034,"College Point, NY 11356",2023-01-22 14:34:26,"Wishing you luck, love, and health this Chinese New Year. https://t.co/IZC8PW1vgW",2,Twitter for iPhone,
Language Lizard,221858382,"Basking Ridge, NJ",2023-01-22 14:34:24,"Celebrate with Li's Chinese New Year, a wonderful story that provides a cultural exploration of Chinese New Year! V… https://t.co/493YB3GWtw",1,Zoho Social,
Julie LancasterWhann,479919887,"Florida, USA",2023-01-22 14:33:32,"Gordon's Year of the 🐅Sauce, Nam Jim Jaew, and Chinese New Year:  🧨🐇🧨
https://t.co/jvCjn5R698
Kung Hee Fat Choy!  I… https://t.co/2pZE6EQtV7",0,Twitter Web App,
pinetwork,1205493515775545346,new York,2023-01-22 14:31:40,"Happy Chinese new year to pioneers!

🏳️‍🌈#CryptoEqualRightsRevolution🏳️‍🌈

@PiCoreTeam @nkokkalis #TeslaPiPhone https://t.co/GjWbxXxfzK",28,Twitter for iPhone,
The Al LaBrusciano Team,243757986,"Conshohocken, PA",2023-01-22 14:30:47,"Happy Chinese New Year! 

#alskwteam #allabrusciano #philaareahomes #kwconshy #kellerwilliams #realestateteam… https://t.co/Vl5lQgxNnH",0,LaterMedia,
Outreach,77519082,New York,2023-01-22 14:30:30,"The Lunar New Year, or Spring Festival, marks the transition of the Chinese zodiac sign from one animal to the next… https://t.co/2mD2pmFPYQ",0,Twitter Web App,
ClimeCo,316538905,"Boyertown, PA",2023-01-22 14:30:03,"Happy Lunar New Year! Today, many celebrate the beginning of the lunar calendar’s new year, including the transitio… https://t.co/gKtLdpfbNE",2,Constant Contact - Social Posts,
Listening Library,83909895,"New York, NY",2023-01-22 14:30:01,"Ring in the #LunarNewYear on audio with the charming children's story HAPPY CHINESE NEW YEAR by @JannieHo✨

Read by… https://t.co/3pFs0js5ih",0,Emplifi,
Lynn Somerstein,18368682,NYC,2023-01-22 14:28:02,Happy Chinese New Year 2023 https://t.co/laEdzu2yZX,0,Twitter Web App,
adafruit industries,20731304,"New York, NY - USA",2023-01-22 14:27:33,"Happy Chinese New Year 2023 -  Year of the Rabbit! Chinese New Year is set to light up the streets on Sunday, Janua… https://t.co/xFZJOBpdsN",1,Twitter Web App,
Rivery,862177260069060608,"New York, NY",2023-01-22 14:26:16,"Happy Chinese New Year! 🎆🐉

2023 is the year of the Rabbit 🐇

We're ready to take on the bunny theme this year, man… https://t.co/XbkEsYodQn",1,HubSpot,
Zachary W. Johnson🇺🇲,1076401869025492993,"New York, USA",2023-01-22 14:24:30,@bbcchinese There is no need to fight.Most of Korean culture originates from China. South Korea was a subsidiary of… https://t.co/1GOUkizYzc,0,Twitter for Android,
Peg Aloi,271673961,"New York, USA",2023-01-22 14:21:43,"On the anniversary of Roe V. Wade, a major milestone of women's rights, now gutted, 
and on Chinese New Year, witne… https://t.co/2eJffvgzC6",14,Twitter Web App,
YourStake,1007276049829453825,"New York, NY",2023-01-22 14:21:15,"Happy Chinese New Year! We hope the Year of the Rabbit brings peace, prosperity, and happiness to all.… https://t.co/UR4gz2LSAz",0,Twitter Web App,
George Saban,488922431,"Florida, USA",2023-01-22 14:17:19,@acacia_wen Happy Chinese New Year to you as well sweetheart  💕,0,Twitter for Android,
Mo Choy,219945156,Wallington,2023-01-22 14:17:13,"Kung Hei Fat Choi! Happy New Year of the Rabbit!
According to Chinese folklore the Jade Rabbit lives on the Moon, p… https://t.co/rfzNnAbBkI",1,Twitter Web App,
Christina Miranda,1138446616757710849,"Florida, USA",2023-01-22 14:17:07,"May the Chinese New Year bring only happiness, good health, success and lots of love ! https://t.co/WSK5XkwPSa",0,Twitter for iPhone,
Rajendra Marathe,15980620,NYC,2023-01-22 14:16:29,"Wish you all a very happy Lunar / Chinese New Year!
Wishing you prosperity and joy in the Year of the Rabbit.
新年快乐… https://t.co/cexuvSm2X3",0,Twitter Web App,
Silverbro197🔥💥⚠️🌩,1384939488388993027,"Atlantic City,NJ",2023-01-22 14:15:26,chinese new year 🧧 is here,0,Twitter for iPhone,
judy gitlin,462534375,new york,2023-01-22 14:13:45,The latest mass shooting took place as revelers were celebrating the Chinese New Year. Assault rifle. Gut feeling?… https://t.co/RFBJ4JLg3J,0,Twitter Web App,
Hamptons Risk Management Insurance Agency® (HRM),66528971,"Bridgehampton, New York",2023-01-22 14:11:01,"Happy Chinese New Year!
This year is the year of the rabbit. In Chinese culture, the rabbit symbolizes peace, prosp… https://t.co/schqCLBBV9",0,Sprinklr,
Jessie🇺🇸🇺🇦,1497572432797855749,"New York, USA",2023-01-22 14:10:15,@selinawangtv Happy Chinese New Year Selina!Always love you!!!!!,0,Twitter for Android,
Reach Out & Read of Greater New York,91671733,"New York, NY",2023-01-22 14:10:10,"Happy Chinese New Year everyone! Otherwise known as #LunarNewYear, this holiday is marked by visits to family and f… https://t.co/lpJlgvX5YL",0,Hootsuite Inc.,
Stephen Messer,1350341,NYC,2023-01-22 14:09:54,Happy Chinese new year!,0,Twitter for iPhone,
Trinity Health Of NE,3329771633,"Hartford, CT",2023-01-22 14:09:05,Lunar New Year marks the end of winter and the beginning of spring on the traditional lunar calendar in Chinese and… https://t.co/hX4ZK9BLfP,0,Sprout Social,
Saint Marys Hospital,1022129784,"Waterbury, CT",2023-01-22 14:09:05,Lunar New Year marks the end of winter and the beginning of spring on the traditional lunar calendar in Chinese and… https://t.co/8LQhxJe0ED,0,Sprout Social,
FusionLycanVA (till 🎂 8 more days),1608870638080385024,Metuchen nj,2023-01-22 14:08:20,Happy lunar/Chinese new year everyone! It is officially the year of the rabbit and I hope to everyone who celebrate… https://t.co/Y3qc9Xkc14,0,Twitter for iPhone,
ItalianBlue,856455059256877060,Connecticut,2023-01-22 14:08:00,@ValerieShen I’m so sad for this senseless loss 😔 Celebrate these beautiful lives lost when you host your Chinese New Year Dinner today.,0,Twitter for iPhone,
Pearl Dental Care,1431111269587685379,"Hamden, CT",2023-01-22 14:07:43,"Wishing you peace, prosperity, and longevity as the lunar new year begins. Happy Chinese New Year from Pearl Dental… https://t.co/95KDUMfEqF",0,EkwaSocial,
Dave (𝐵𝑒𝓇𝓃𝒾𝑒),791773940821659648,"New York, NY",2023-01-22 14:07:12,"On Chinese New Year, 2019, When COVID hit China, my wife was locked down in Tianjin.  I immediately researched all… https://t.co/8jFSBPbmLf",0,Twitter Web App,
Dennis Yee,884220612947976192,"Brooklyn, NY",2023-01-22 14:05:48,Happy Chinese New Year 🧧 everybody with box Gundam original #gundam #gunpla #gundamtheorigin #highgrade… https://t.co/3FPw3M3xfA,0,Twitter for iPhone,
Glenn A. MacFarlane,918892115123425281,"Red Bank, NJ",2023-01-22 14:04:29,"Wishing you peace, prosperity, and longevity as the lunar new year begins. Happy Chinese New Year from The Center F… https://t.co/64tr1vodTs",0,EkwaSocial,
Star Care Dental,4234909095,"Glen Mills, PA",2023-01-22 14:03:07,"Wishing you peace, prosperity, and longevity as the lunar new year begins. Happy Chinese New Year from Starcare Den… https://t.co/NmZkL5LeAJ",0,EkwaSocial,
Floricua,1288517548124692480,"Florida, USA",2023-01-22 14:03:05,"Lunar New Year, also known as Chinese New Year, is the most widely celebrated and most important holiday across Eas… https://t.co/X4EqsFtzP4",0,Sprout Social,
Colleen Williamson,1639184084,"Toms River, NJ",2023-01-22 14:02:37,"Wishing you peace, prosperity, and longevity as the lunar new year begins. Happy Chinese New Year from Grand Dental… https://t.co/PsDQNOb8VR",0,EkwaSocial,
NAPO National,102084317,"Mt. Laurel, NJ",2023-01-22 14:02:12,Good fortune is ahead! May you and your family have a prosperous and joyful Chinese New Year! https://t.co/oduzFIxocv,1,Hootsuite Inc.,
Life's WORC,52829884,"Garden City, New York",2023-01-22 14:01:58,Wishing you a very happy Chinese New Year! #LunarNewYear #YearoftheRabbit https://t.co/v8LUT6Q1mZ,0,Hootsuite Inc.,
Aviation Week Events,194224952,"New York, NY",2023-01-22 14:01:56,"Happy Chinese New Year!

#AviationWeek #HappyChineseNewYear #LunarNewYear https://t.co/miLYwoeiLI",1,Hootsuite Inc.,
Dan Reiman,174257775,"Carteret, NJ",2023-01-22 14:01:56,Happy Chinese New Year 2023! Let's welcome the Year of the Rabit with open arms and joy. Let's make this new lunar… https://t.co/cKHLfkwEkW,0,Hootsuite Inc.,
Partners Health Plan,711936885057318912,"New York, NY",2023-01-22 14:01:56,"The Chinese New Year begins today, heralding a fresh and promising start to the new year. 
 
2023 is the year of th… https://t.co/vxWNQnimuQ",0,Hootsuite Inc.,
County College of Morris,195832745,"Randolph, NJ",2023-01-22 14:01:49,"Hope you achieve great success in everything you do this year and always. #LunarNewYear 
Happy Chinese New Year!… https://t.co/Nkm64SWlMv",0,Hootsuite Inc.,
Accessible Dispatch 🚕♿️,561405123,"New York, NY",2023-01-22 14:01:41,"Today is the Chinese New Year, marking the beginning of the year of the Rabbit. https://t.co/lFehVD6s9p",0,Hootsuite Inc.,
ApiJect,1353799837645500416,"Stamford, CT",2023-01-22 14:01:40,"新年好 — Happy Chinese New Year! Wishing you great happiness and prosperity.

#chinesenewyear #cny #lunarnewyear https://t.co/sBQBX6pDxp",0,Hootsuite Inc.,
KIDS_DISCOVER,115459470,New York City,2023-01-22 14:01:17,"#OTD, Chinese and other Asian cultures begin a 16-day celebration and enter the Year of the Rabbit. The name comes… https://t.co/Y0Mv8bdxGv",0,Hootsuite Inc.,
ShelterPoint,107297433,"Garden City, NY",2023-01-22 14:01:17,"Happy Chinese New Year! Did you know 2023 is the year of the Rabbit? It symbolizes longevity, peace, and prosperity… https://t.co/WfRxTPSVN5",0,Hootsuite Inc.,
Lion Brand Yarn,40872147,New York,2023-01-22 14:01:15,"Happy Chinese New Year!! 🐰 The Year of the Rabbit symbolizes longevity, peace, and prosperity. 2023 is predicted to… https://t.co/7MRPRk8C9L",9,Hootsuite Inc.,
Bhuiyan Properties,809049430741630979,"Staten Island, NY",2023-01-22 14:01:10,Happy Chinese New Year to all our friend celebrating!! https://t.co/4Z2OditeOW,0,Hootsuite Inc.,
Wellington Estates,915280392822943745,"Spring Lake, NJ",2023-01-22 14:01:05,Chinese New Year https://t.co/twO1SVTi3E,0,Jetpack.com,
T&M Associates,2382158918,"Middletown, NJ",2023-01-22 14:00:50,"Happy Lunar/Chinese New Year from T&amp;M! The 2023 Chinese Zodiac is the Year of the Rabbit, which is a time we should… https://t.co/Kulis9qUn6",0,Hootsuite Inc.,
One To World,227756215,"New York, NY",2023-01-22 14:00:33,"Happy Chinese New Year to everyone celebrating today!

If you're in NYC, check out these festivities - https://t.co/cxpia7j5Ok",0,Hootsuite Inc.,
BigID,3413332276,"New York, USA",2023-01-22 14:00:20,"Happy Lunar New Year from all of us at BigID! 
Chinese New Year marks the transition between zodiac signs, and 2023… https://t.co/sPOAOZ7exC",0,Sprout Social,
Jennifer R Glass,239556090,"New Jersey, USA",2023-01-22 14:00:17,"Gong xi fa cai!

Happy Chinese New Year https://t.co/XQyXGULgYl",0,PromoRepublic,
David Lerner Associates,141483032,"Syosset, NY",2023-01-22 14:00:16,Happy Chinese New Year! May this year be full of celebrations and success for you and your loved ones. 🏮🐇 #CNY2023… https://t.co/MJbj1xoNc8,0,Sendible,
Michael Carminucci,1388153889837432836,"Croton Falls, NY",2023-01-22 14:00:03,Happy Chinese New Year https://t.co/gP80kcqDIv https://t.co/CzewtQZHzv,0,Gainfully App,
Ian Makay,1490417641655263234,"Riverhead, NY",2023-01-22 14:00:02,"Happy Chinese New Year 🎇🎏🎌and enjoy this tasty 😋&amp; healthy vegetable🥬!

Club Foody Recipes and Videos: Quick &amp; Easy… https://t.co/sqOfYSBcQx",0,TweetDeck,
NJ Assembly Democrats,57673909,"Trenton, N.J.",2023-01-22 14:00:02,"Happy Chinese New Year! Today marks the beginning of the Year of the Rabbit, which will bring longevity, peace and… https://t.co/Gu6iMPRXFy",2,TweetDeck,
IMM: The Digital Transformation Company,38179271,"New Jersey, USA",2023-01-22 14:00:01,Happy Chinese New Year from the IMM eSign family! Wishing you lots of luck and happiness in the year ahead. 🧧 https://t.co/khTpsrf4Ta,0,HubSpot,
John Lee,984074929154002944,Hackensack NJ,2023-01-22 13:58:46,"Chinese New Year Facts You Probably Don't Know https://t.co/YEeEgqz6wM via @YouTube 
Happy New Years to all chinese and Korean peaple?",0,Twitter Web App,
Justin Yselonia☮️🇺🇦🧡🎗️,987548920325771265,"Florida, USA",2023-01-22 13:57:15,"To those who celebrate, Happy Chinese New Year. May the year of the Rabbit be prosperous. 🐇🧧",0,Twitter for iPhone,
Indeara,98735770,"New York, USA",2023-01-22 13:53:28,Chinese New Year Red Envelopes 2022 for Lucky Money Gift Cash https://t.co/r9EfRxmZhE via @YouTube,0,Twitter for iPhone,
Tflynnday,1283438965970935809,"Connecticut, USA",2023-01-22 13:51:54,"@SicilianSapien1 They were celebrating the Chinese lunar new year when this happened. They don't need prayers, they… https://t.co/f5qyQVSbwK",0,Twitter for Android,
Benoit Bosc,1165907658462945280,"Manhattan, NY",2023-01-22 13:51:44,Happy Chinese new year! https://t.co/oUXaP2HJvq,0,Twitter for iPhone,
AlphaBronze,2570920968,"New York, NY",2023-01-22 13:45:00,"3/3 However, the auspicious holiday, an important one for the gold market, is coming after disappointing Chinese de… https://t.co/hRr5cHK4a0",0,Twitter Web App,
AlphaBronze,2570920968,"New York, NY",2023-01-22 13:44:59,2/3 Chinese consumers are getting ready to celebrate the Lunar New Year! $FCX $RIO $BHP $GLEN.L $NEM $GOLD $AEM $AU… https://t.co/gG6EZriKXQ,0,Twitter Web App,
AlphaBronze,2570920968,"New York, NY",2023-01-22 13:44:59,1/3 Can Lunar New Year revive Chinese gold demand after CGA reports nearly 11% drop in 2022? $FCX $RIO $BHP $GLEN.L… https://t.co/peUMzCHSUF,0,Twitter Web App,
Freedom Bank,577440882,"Maywood, NJ",2023-01-22 13:42:05,Happy Chinese New Year from Freedom Bank! 2023 is the year of the Rabbit! #ForwardWithFreedom https://t.co/CuS7n8hlnz,0,Sprout Social,
Alt Evil,775930984176898049,"New York, USA",2023-01-22 13:41:36,MASS SHOOTING: Gunman Kills 10 During Chinese Lunar New Year Celebration In Los Angeles Club – Shooter Still At Lar… https://t.co/0LTSYzj951,0,Twitter Web App,
BeyondToxin,3442568961,"Florida, USA",2023-01-22 13:41:19,Happy Chinese new year to all my people who celebrate the lunar year,0,Twitter for iPhone,
Supriyo SB Chatterjee,10957732,"West Hartford, CT USA",2023-01-22 13:41:15,"A Happy Chinese New Year 2023 - Year of the Rabbit
#ChineseNewYear https://t.co/0l8sxNud2y",0,Twitter for Android,
Indeara,98735770,"New York, USA",2023-01-22 13:40:54,SM MOA Chinese New Year Fireworks Display 2023 https://t.co/PYnGgDcnGh via @YouTube,0,Twitter for iPhone,
Carl,999836463909896192,"New York, USA",2023-01-22 13:40:24,Chinese New Year to the Summer Palace. https://t.co/t5HZ6da5gf,0,Twitter for iPhone,
Blisa Jennierist,1007124567184297984,"Florida, USA",2023-01-22 13:35:47,Damn shooting again and again😡🔥Fucking gun violence happen in my favorite Chinese festival Chinese New Year😡🔥I'm fe… https://t.co/9lTYHwdvcC,0,Twitter for Android,
ellissothebys,1318966652206256134,"Nyack, NY",2023-01-22 13:35:43,"Wishing you luck, love, and health this Chinese New Year.

#lunarnewyear #luck #prosperity #love #health #newyear… https://t.co/RXQODt7pnM",0,LaterMedia,
Indeara,98735770,"New York, USA",2023-01-22 13:30:57,Spectacular light shows to celebrate Chinese New Year https://t.co/djn5KN6lWW via @YouTube,0,Twitter for iPhone,
Adam Broderick,54996069,"Ridgefield, CT",2023-01-22 13:30:08,"happy chinese new year!
.
.
.
#yearoftherabbit https://t.co/kvdHziFIRr",0,Twitter Web App,
Coach Realtors,54641390,"Long Island, NY",2023-01-22 13:30:07,"Happy Lunar New Year! 2023 is the year of the Rabbit which is predicted to be a year of hope.
For more information… https://t.co/ZwsEWtXXiO",1,SocialPilot.co,
bkvd,891313101345136641,nj,2023-01-22 13:27:04,happy chinese new year 🥳🧧,0,Twitter for iPhone,
WatchTime Magazine,512183984,"New York, NY",2023-01-22 13:24:14,"The Year of the Rabbit is here! And with it, many new timepieces to commemorate the Chinese New Year from Blancpain… https://t.co/YSK8pAK8ut",2,Buffer,
Blue Lives Matter 💎,3127947520,NEW YORK,2023-01-22 13:18:36,At least ten people dead and ten hospitalized after 'man with assault-style rifle' opens fire at dance club with re… https://t.co/Lnkc0y7BjD,6,Twitter for iPhone,
Travis Louie (eccentric creative person),40230115,New York,2023-01-22 13:17:35,"Happy Chinese New Year , . . .Year of the Rabbit https://t.co/8VMmWdwN4A",9,Twitter Web App,
Beth ⚡️🌩️,57518979,SW New York,2023-01-22 13:17:15,Happy Chinese New Year (Rabbit) to those who celebrate! https://t.co/eMAm4LRMG2,0,Twitter for Android,
Tea Leaves,1663476272,"NYC, USA",2023-01-22 13:15:36,Happy Chinese/ Lunar New Year! 🐇,0,Twitter for iPad,
Lucia :D 邓飞,332609042,"Bronx, NY",2023-01-22 13:15:11,"Happy Chinese New Year! 🧨🧨🧨

Let go of what is not meant for you so you can receive all the peace &amp; prosperity to c… https://t.co/2HETcyHYpH",0,Twitter for iPhone,
Heather the Hurricane,29743797,Oradell,2023-01-22 13:15:01,Happy Chinese New Year! The year of the Rabbit! https://t.co/ZLkDCv1yfr,0,HelloWoofy.com,
Denise,3707001377,The Big Apple,2023-01-22 13:14:43,At least ten people dead and ten hospitalized after 'man with assault-style rifle' opens fire at dance club with re… https://t.co/GFB8UQIvxJ,0,Twitter for iPhone,
Florence Carmela,2568087150,"Connecticut, USA",2023-01-22 13:14:00,"Breaking News Update: Now reported 10 people killed, 10 injured (stable to critical) near Los Angeles in Monterey P… https://t.co/7xBmKFAbhm",6,Twitter for Android,
miguel,53893193,"Manila, PHL",2023-01-22 13:13:06,Happy chinese new year https://t.co/RgdcLBaObR,0,Twitter for iPhone,
₭urai,885953544188252160,nyc,2023-01-22 13:12:50,"Happy Chinese New Year 

gong hei fat choy 
sun nien fai lok 
sun tai geen hong
(this is Cantonese)",0,Twitter for iPhone,
Benita,1362478132335435778,"New York, USA",2023-01-22 13:12:43,"Hey Benita, I's hear it Chinese New Year!🎉 It not year of kitty cat or doggie tho😼 It Year of the Rabbit 🐰 Happy Ch… https://t.co/sqSLE0caTu",0,Twitter for Android,
Dr. LezAnne Edmond,68291288,,2023-01-22 13:10:54,"Ya' think? Another mass shooting, this time in Monterey after a Chinese New Year celebration yet they are not sayin… https://t.co/OiU27GS6I3",0,Twitter for Android,
Edward Gregory Jones,3766729936,"New York, NY",2023-01-22 13:10:19,"On this day in history…Today January 22, 2023, marks the start of the Year of the Rabbit on the Chinese calendar. … https://t.co/KcuBmxYtTD",0,Twitter for iPhone,
PY🐥01.18 JY 1st Album ★,264515120,"New York, USA",2023-01-22 13:09:17,"20230122 Happy Chinese New Year with Jaebeom 😝🧧🎏🎉

#JAYB_EncoreinBKK_DAY2

#JAYB_EncoreinBKK 
#JAYB @jaybnow_hr… https://t.co/D5GC970d4Q",12,Twitter for iPhone,
Donald,1328485501729464320,New York,2023-01-22 13:08:39,"@gc22gc It was this time in 2020, Chinese New Year, when the CCP released the virus on the world. They restricted t… https://t.co/LKjbhAjvm5",0,Twitter Web App,
John Paul💎,2534965957,"New York, USA",2023-01-22 13:08:13,Happy Chinese New Year 🧧,0,Twitter for iPhone,
Dan Benson,812117336907976704,"New Jersey, USA",2023-01-22 13:06:37,May this Chinese New Year bring you close to your family and fill your life with a lot of joy! Let this Year of the… https://t.co/Lx4hl0LLKa,1,Twitter for Android,
Trending Topics,3377645751,"New York, USA",2023-01-22 13:05:16,Hot Twitter trend presently is Happy Chinese New Year.,0,WeatherFairy App,
Living Colour,18101319,"New York, NY",2023-01-22 13:03:19,Happy Chinese New Year - the Year of the Rabbit - to all that celebrate!,4,Twitter for iPhone,
Mahir S. Nisar,196893385,"New York, NY",2023-01-22 13:02:01,"Have a prosperous Chinese new year. I wish you success, prosperity, and infinite good fortune in the year of the ra… https://t.co/fYK8vKdrYY",0,Buffer,
NextHome Prime,1280550174,"North Bergen, NJ 07047",2023-01-22 13:01:30,"In the year of the Rabbit, things will change for the better. Expect good luck and auspiciousness this year.  

Hap… https://t.co/Ig17DBTpBi",0,Twitter Web App,
Upper Eastside Ortho,374607018,"Upper East Side, NYC",2023-01-22 13:00:50,"Chinese New Year Contest runs from Jan 22nd - 23rd, 2023. The winner wins 10 points. Participants earn 2 points. https://t.co/CJfJRaaKQJ",0,PatientRewardsHub.com,
Southwest CHC,1683894756,"Bridgeport, CT",2023-01-22 13:00:42,"The Lunar New Year, or Chinese New Year, is a time of hope, representing an opportunity for Asian people everywhere… https://t.co/gRUazWkXRd",0,Loomly,
Univest Financial,1433750040,Mid-Atlantic,2023-01-22 13:00:39,"Happy Lunar New Year to those who celebrate! The Lunar New Year, also known as the Chinese New Year, is not only ce… https://t.co/6s8DMricJw",0,Hootsuite Inc.,
Lionel Cruz,353647087,"North Bergen, NJ 07047",2023-01-22 13:00:37,"In the year of the Rabbit, things will change for the better. Expect good luck and auspiciousness this year.  

Hap… https://t.co/POIjZseprX",0,dlvr.it,
Tried & True Home Cleaning,1546575725989437442,"Scotch Plains, NJ",2023-01-22 13:00:32,"Happy Chinese New Year! Gong hei fat choy! Wishing you great happiness and prosperity in this Lunar Year 
From Trie… https://t.co/VKBRQIunve",0,Canva,
The A. Mancini Realty,954059339198795776,"Long Branch, NJ",2023-01-22 13:00:31,HAPPY YEAR OF THE RABBIT! Chinese New Year is today! Gong Hei Fat Choy! Wishing you a year of peace and prosperity… https://t.co/XlPmTegNnN,0,Twitter Web App,
